,Potential_Customer,Cust_Last_Purchase,InAct_Last,InAct_First,Status_Cust,Status_Latest_Ad,Age,Gender,Cust_Prop,Cust_Ann_Income,total_pur_3years,total_pur_5years,total_ad_res_1year,total_ad_res_3years,total_ad_res_5years
2784,1,7.0,17,53,E,0,79.0,M,U,61206.0,4,8,7,19,28
2785,1,10.0,9,45,A,0,79.0,F,U,65393.0,1,4,22,37,46
2786,1,15.0,18,128,A,0,74.0,F,H,65393.0,2,14,19,43,101
2787,1,25.0,17,68,A,0,75.0,M,H,63092.0,4,10,19,51,82
2788,1,10.0,16,125,S,1,79.0,M,H,63092.0,3,32,19,37,105
2789,0,10.0,16,56,A,0,87.0,F,U,42790.0,7,12,18,46,59
2790,0,10.0,26,32,A,0,78.0,M,H,42790.0,2,2,13,28,32
2791,1,10.0,19,126,A,1,78.0,M,U,42790.0,1,36,15,28,95
2792,1,7.0,6,122,S,1,65.0,F,U,42790.0,14,45,26,57,111
2793,0,20.0,21,76,A,1,85.0,F,H,36221.0,9,17,20,45,72
2794,0,20.0,17,41,A,0,17.0,F,H,36221.0,6,8,18,47,49
2795,0,20.0,19,129,A,1,71.0,F,H,36362.0,4,31,15,40,94
2796,0,20.0,25,93,S,1,30.0,F,U,56224.0,3,25,18,40,95
2797,1,20.0,19,75,A,1,58.0,F,H,41395.0,1,12,20,34,71
2798,1,6.0,19,44,A,1,64.0,M,H,48679.0,8,16,18,51,55
2799,0,15.0,6,80,S,1,82.0,F,U,57260.0,8,32,26,59,96
2800,1,15.0,17,17,F,0,46.0,M,U,57225.0,2,2,14,21,18
2801,0,15.0,26,116,A,0,46.0,F,H,49173.0,1,12,9,25,70
2802,0,15.0,16,111,S,1,74.0,M,U,49173.0,4,19,12,25,56
2803,0,15.0,6,91,A,1,76.0,F,U,49173.0,2,27,45,69,128
2804,1,15.0,17,56,S,1,46.0,M,U,49173.0,5,11,19,50,67
2805,1,25.0,17,123,A,1,51.0,M,H,58868.0,4,20,20,48,104
2806,1,25.0,21,111,A,1,79.0,F,H,58868.0,6,34,19,49,107
2807,1,10.0,16,56,E,0,74.0,M,U,58868.0,4,8,7,29,52
2808,1,12.0,17,51,S,1,74.0,M,H,48514.0,5,9,19,47,55
2809,0,10.0,20,33,A,0,49.0,F,H,48514.0,3,3,19,45,41
2810,1,10.0,25,68,A,0,49.0,M,U,48514.0,1,6,15,34,63
2811,0,10.0,16,33,A,0,49.0,F,U,48514.0,6,7,9,30,28
2812,1,10.0,25,123,A,1,39.0,F,H,48514.0,4,26,17,50,94
2813,1,10.0,18,130,S,1,80.0,M,U,48514.0,5,31,20,47,105
2814,1,32.0,19,105,A,1,81.0,M,U,77218.0,4,15,19,51,90
2815,1,20.0,22,51,A,0,34.0,M,H,77218.0,3,5,18,39,51
2816,1,10.0,18,43,A,0,44.0,F,U,77218.0,3,7,20,41,55
2817,1,20.0,26,64,A,0,44.0,M,U,77218.0,1,9,16,37,71
2818,1,5.0,21,128,S,1,83.0,F,U,44931.0,13,49,15,48,106
2819,0,5.0,16,16,F,0,74.0,M,H,44931.0,1,1,13,18,18
2820,1,5.0,4,109,A,1,70.0,F,H,44931.0,13,36,33,63,114
2821,0,3.0,23,52,A,0,54.0,M,U,45417.0,4,6,18,47,60
2822,1,3.0,6,53,A,0,63.0,F,H,44821.0,5,12,27,48,56
2823,1,10.0,15,89,A,1,64.0,M,U,39750.0,7,26,21,50,94
2824,1,10.0,22,125,S,1,50.0,F,U,42993.0,9,32,18,49,104
2825,1,10.0,6,123,A,1,46.0,M,U,42993.0,4,35,37,61,133
2826,1,12.0,23,78,A,1,73.0,F,H,37197.0,11,24,18,51,81
2827,1,14.0,18,113,A,0,63.0,F,U,37197.0,5,15,19,46,89
2828,1,17.0,24,75,A,0,36.0,F,H,43854.0,4,9,14,40,68
2829,0,5.0,18,126,S,1,85.0,F,U,43854.0,7,47,20,51,111
2830,0,5.0,18,69,A,1,85.0,F,U,52802.0,6,19,17,46,80
2831,1,5.0,17,105,S,1,47.0,F,U,52802.0,10,32,12,39,84
2832,0,26.0,24,41,S,1,47.0,M,U,45250.0,6,10,17,44,46
2833,1,26.0,20,123,A,1,47.0,M,H,43261.0,2,20,19,40,104
2834,0,25.0,16,41,A,0,45.0,M,U,43261.0,9,12,19,48,49
2835,1,25.0,16,53,A,0,57.0,M,H,42270.0,6,10,21,46,59
2836,0,25.0,16,75,S,1,43.0,M,H,42270.0,3,11,20,51,76
2837,1,25.0,16,127,A,1,62.0,M,H,48399.0,3,24,19,48,108
2838,0,21.0,20,107,A,1,36.0,F,U,48399.0,4,15,18,42,82
2839,1,21.0,18,44,A,0,38.0,F,U,55250.0,1,4,15,30,40
2840,1,10.0,23,57,S,1,26.0,M,U,55250.0,5,24,19,51,71
2841,0,35.0,17,85,S,1,57.0,F,U,55250.0,9,22,19,44,86
2842,0,35.0,18,23,N,0,57.0,F,H,34656.0,3,3,18,30,25
2843,0,35.0,18,105,A,1,81.0,M,U,33920.0,1,10,14,28,70
2844,1,35.0,18,113,A,1,81.0,M,H,34159.0,1,14,19,38,98
2845,1,10.0,16,30,A,1,40.0,F,U,50640.0,10,11,20,40,37
2846,1,37.0,17,61,A,0,40.0,M,H,37726.0,5,11,19,48,67
2847,0,10.0,18,122,A,0,75.0,F,U,42695.0,4,16,10,29,80
2848,1,10.0,16,102,A,1,75.0,F,U,42695.0,5,18,10,30,53
2849,1,47.0,6,260,A,1,75.0,F,H,40411.0,8,105,25,55,129
2850,0,3.0,19,45,A,0,43.0,F,H,40411.0,6,9,19,46,50
2851,1,3.0,18,32,A,0,62.0,F,U,40411.0,10,13,18,41,40
2852,1,5.0,16,123,S,1,62.0,F,H,51112.0,4,56,19,40,102
2853,1,12.0,16,44,A,0,43.0,F,H,51112.0,6,9,18,42,48
2854,1,9.0,18,127,S,1,86.0,M,U,51112.0,9,34,18,49,105
2855,0,20.0,16,126,S,1,59.0,F,H,42410.0,5,29,16,43,90
2856,0,20.0,23,88,A,1,59.0,F,U,42410.0,5,17,10,34,69
2857,1,20.0,16,116,A,1,59.0,F,U,42410.0,2,14,18,44,94
2858,1,7.0,17,81,S,1,59.0,F,U,40375.0,7,20,19,50,83
2859,1,20.0,17,56,A,0,78.0,M,U,40375.0,2,10,19,45,61
2860,1,25.0,19,19,F,0,46.0,M,H,37500.0,2,2,14,21,17
2861,0,15.0,19,93,S,1,81.0,F,U,37500.0,5,62,21,46,115
2862,0,15.0,15,28,A,0,47.0,M,H,37500.0,4,4,17,34,31
2863,0,15.0,7,57,A,1,42.0,M,U,37500.0,0,9,40,40,93
2864,1,15.0,22,122,A,1,47.0,M,U,37500.0,5,23,18,50,97
2865,0,10.0,16,126,S,1,47.0,M,U,40184.0,5,54,19,52,113
2866,0,10.0,17,127,S,1,47.0,F,U,42857.0,9,51,19,46,118
2867,0,10.0,18,120,A,0,74.0,M,H,41005.0,2,13,19,40,94
2868,0,10.0,21,57,S,1,68.0,F,U,42868.0,8,21,18,47,69
2869,0,10.0,16,79,A,0,37.0,M,U,42868.0,6,14,20,51,83
2870,0,10.0,21,113,A,1,55.0,F,H,67888.0,7,20,18,42,80
2871,0,10.0,18,123,S,1,55.0,M,H,68000.0,6,22,19,48,105
2872,1,10.0,22,44,A,0,37.0,F,U,68000.0,5,9,18,37,41
2873,0,15.0,25,96,A,1,37.0,F,H,68000.0,4,20,16,31,61
2874,1,15.0,18,129,S,1,53.0,F,H,68000.0,7,25,20,47,106
2875,1,5.0,16,90,S,1,77.0,F,H,41046.0,6,33,9,23,69
2876,0,25.0,19,45,S,1,41.0,M,H,55978.0,10,15,19,50,56
2877,0,25.0,16,32,A,0,44.0,M,H,55734.0,6,6,19,42,40
2878,1,25.0,18,18,F,0,75.0,F,H,80943.0,1,1,14,19,17
2879,0,6.0,15,15,E,0,29.0,F,U,56739.0,2,2,12,15,15
2880,0,6.0,16,16,F,0,55.0,F,H,51471.0,2,2,18,27,24
2881,1,6.0,19,116,S,1,82.0,F,U,49699.0,10,36,17,49,101
2882,1,10.0,27,119,A,1,73.0,F,U,45654.0,7,48,14,43,107
2883,0,13.0,15,126,A,0,75.0,M,U,32925.0,2,16,11,25,63
2884,1,13.0,16,110,A,1,75.0,F,U,51208.0,5,24,17,44,89
2885,0,5.0,17,20,N,0,58.0,F,U,51208.0,5,5,19,30,26
2886,1,5.0,18,127,S,1,78.0,F,H,50240.0,8,32,10,30,70
2887,0,3.0,15,76,A,1,80.0,F,H,50240.0,6,13,17,41,76
2888,0,3.0,15,123,S,1,83.0,M,H,65729.0,4,18,15,43,90
2889,1,3.0,18,40,S,1,39.0,F,U,42596.0,12,18,19,46,48
2890,0,13.0,21,87,A,1,39.0,M,U,42596.0,7,17,20,52,67
2891,0,13.0,21,92,A,1,39.0,F,U,67571.0,4,29,19,51,93
2892,1,13.0,24,128,A,1,81.0,M,U,25144.0,7,38,11,34,100
2893,0,15.0,18,105,A,1,53.0,F,U,25144.0,3,18,15,32,76
2894,1,15.0,19,77,A,1,53.0,F,H,50576.0,1,8,16,30,63
2895,0,15.0,17,50,A,0,35.0,F,U,50576.0,1,2,13,20,34
2896,0,15.0,22,122,S,1,79.0,M,H,45807.0,17,72,31,62,137
2897,0,15.0,15,105,S,1,75.0,F,U,37268.0,10,29,20,48,91
2898,0,15.0,17,88,A,1,47.0,F,H,46571.0,2,25,19,47,87
2899,0,15.0,18,33,A,0,86.0,M,H,46571.0,5,6,16,44,42
2900,0,15.0,16,32,S,1,63.0,M,H,46571.0,12,14,19,45,43
2901,0,15.0,25,126,A,1,74.0,F,H,46571.0,9,36,15,46,106
2902,0,15.0,19,44,A,0,66.0,F,H,46571.0,3,7,19,40,53
2903,1,15.0,22,40,S,1,69.0,M,H,46240.0,12,16,13,38,44
2904,1,15.0,18,119,S,1,83.0,F,U,46240.0,3,18,19,40,91
2905,0,25.0,15,88,S,1,57.0,F,U,46240.0,9,29,20,52,96
2906,1,25.0,16,88,A,1,53.0,F,H,46240.0,3,10,18,40,71
2907,0,15.0,17,44,S,1,45.0,F,U,46240.0,8,12,19,44,49
2908,1,15.0,21,21,E,0,48.0,F,U,46240.0,2,2,5,10,10
2909,0,15.0,26,115,A,1,48.0,M,U,46845.0,3,18,17,48,94
2910,0,15.0,22,122,S,1,65.0,M,U,45083.0,3,23,16,42,99
2911,0,15.0,16,122,A,0,76.0,M,U,43652.0,5,20,19,50,95
2912,0,15.0,23,112,S,1,64.0,M,H,43652.0,4,33,18,49,102
2913,0,15.0,17,114,A,1,57.0,F,H,44667.0,5,20,20,49,100
2914,1,15.0,20,103,A,0,80.0,M,U,44667.0,6,15,18,49,91
2915,1,15.0,18,32,N,0,68.0,M,U,33424.0,4,4,21,44,46
2916,1,8.0,18,125,S,1,68.0,M,U,39399.0,4,35,19,47,106
2917,0,10.0,19,31,A,0,79.0,F,U,43846.0,7,8,19,36,34
2918,1,10.0,16,87,A,1,79.0,M,U,43846.0,5,18,20,44,79
2919,0,10.0,15,76,E,1,79.0,M,H,40431.0,2,22,13,36,71
2920,0,10.0,21,32,A,1,86.0,M,U,40650.0,8,8,17,40,36
2921,0,10.0,19,33,A,0,86.0,M,U,40650.0,5,7,16,40,38
2922,1,10.0,17,126,S,1,86.0,M,U,45027.0,10,29,16,40,89
2923,0,5.0,25,92,A,0,39.0,M,H,54170.0,3,13,16,45,83
2924,1,5.0,15,123,S,1,54.0,F,H,42065.0,11,28,20,48,94
2925,0,6.0,6,125,S,1,77.0,F,H,37757.0,3,20,25,48,83
2926,1,6.0,16,29,A,1,53.0,F,U,30000.0,8,11,19,40,38
2927,0,11.0,16,16,F,0,47.0,F,H,53050.0,2,2,15,22,18
2928,0,11.0,19,112,S,1,70.0,M,U,37083.0,5,25,19,47,102
2929,1,11.0,5,123,A,0,70.0,F,U,37083.0,4,23,24,39,69
2930,0,20.0,24,110,S,1,70.0,F,H,37326.0,8,25,17,47,95
2931,0,20.0,20,126,A,1,84.0,M,U,37326.0,6,51,17,42,111
2932,1,20.0,20,122,A,0,82.0,M,H,56361.0,2,13,19,39,94
2933,1,5.0,15,65,A,1,53.0,M,U,56361.0,15,22,21,53,74
2934,1,5.0,15,129,S,1,79.0,F,U,56361.0,6,30,13,38,93
2935,1,12.0,18,130,A,1,73.0,F,U,56361.0,3,21,20,38,98
2936,1,2.0,7,69,A,1,73.0,F,H,45515.0,18,36,28,59,92
2937,1,10.0,15,124,S,1,43.0,F,U,45515.0,6,44,18,48,110
2938,0,5.0,16,17,N,0,43.0,F,U,50557.0,2,3,17,23,21
2939,0,5.0,8,130,A,1,65.0,F,H,50760.0,8,105,35,65,161
2940,1,5.0,17,114,S,1,65.0,M,H,41317.0,7,26,17,43,94
2941,1,8.0,23,102,A,0,41.0,M,H,39275.0,3,11,10,26,33
2942,1,8.0,18,32,A,1,41.0,F,H,39275.0,7,7,18,38,35
2943,0,10.0,16,120,S,1,85.0,M,U,39275.0,2,17,17,36,91
2944,1,10.0,15,88,S,1,67.0,F,H,54771.0,16,33,22,54,82
2945,1,14.0,20,41,S,1,43.0,M,U,54771.0,15,18,19,50,53
2946,1,20.0,19,52,A,1,55.0,M,U,54771.0,1,7,19,38,57
2947,0,11.0,19,64,A,0,43.0,F,U,37125.0,2,6,18,37,64
2948,0,11.0,23,23,N,0,71.0,M,H,42935.0,2,2,12,28,25
2949,0,11.0,17,130,S,1,83.0,F,U,42935.0,12,64,19,49,115
2950,0,11.0,17,131,S,1,84.0,F,U,50147.0,19,78,17,46,118
2951,0,11.0,20,29,A,1,82.0,F,U,50147.0,5,5,19,40,36
2952,0,11.0,18,78,A,0,82.0,M,H,44174.0,2,9,28,56,97
2953,1,11.0,22,40,S,1,78.0,F,H,44174.0,11,15,18,49,51
2954,0,10.0,4,57,E,1,53.0,F,U,44174.0,4,15,8,20,33
2955,1,10.0,24,88,A,1,53.0,F,H,54871.0,6,18,14,39,98
2956,0,13.0,21,116,A,1,66.0,M,U,47164.0,2,23,15,36,93
2957,0,13.0,18,129,S,1,83.0,F,U,44097.0,8,48,19,52,120
2958,1,13.0,17,40,A,0,46.0,M,H,45895.0,5,7,19,46,48
2959,0,5.0,15,128,A,1,46.0,F,U,41875.0,2,17,19,47,75
2960,0,5.0,14,128,S,1,17.0,F,U,46958.0,8,48,29,62,125
2961,0,5.0,15,126,A,1,74.0,M,H,54609.0,2,30,18,49,104
2962,0,5.0,20,20,F,0,48.0,M,H,43786.0,2,2,14,24,21
2963,1,5.0,19,89,S,1,59.0,M,H,54118.0,8,28,15,44,79
2964,0,10.0,6,126,A,1,81.0,M,U,54118.0,4,21,29,60,108
2965,1,10.0,18,111,S,1,64.0,M,H,60140.0,5,23,11,31,81
2966,0,9.0,21,41,A,0,63.0,M,H,60140.0,2,5,14,40,43
2967,0,9.0,21,130,A,1,78.0,F,U,60140.0,4,41,17,41,110
2968,0,9.0,24,56,A,1,51.0,F,H,60140.0,6,11,17,48,64
2969,0,9.0,16,16,F,0,51.0,M,H,50278.0,1,1,15,20,18
2970,1,9.0,18,119,S,1,41.0,M,H,60262.0,14,38,20,51,100
2971,1,5.0,16,122,S,1,66.0,F,H,60262.0,9,35,18,47,105
2972,0,6.0,26,110,A,1,47.0,F,H,60697.0,3,13,16,44,86
2973,1,6.0,15,53,A,0,87.0,M,H,48125.0,6,9,19,44,44
2974,0,10.0,17,32,A,0,61.0,M,U,48125.0,5,5,18,41,38
2975,1,10.0,18,93,S,1,54.0,F,H,54327.0,4,15,13,37,79
2976,1,10.0,16,128,S,1,69.0,F,H,39375.0,9,39,19,48,108
2977,1,75.0,24,65,A,0,81.0,F,U,42403.0,2,9,13,31,58
2978,1,20.0,21,42,A,0,82.0,M,H,47981.0,5,7,19,47,49
2979,1,5.0,14,75,A,1,75.0,F,H,67061.0,14,24,34,63,87
2980,1,10.0,15,44,A,1,31.0,M,H,67061.0,7,12,20,53,60
2981,0,15.0,18,41,A,0,41.0,M,H,67061.0,6,8,18,46,46
2982,1,15.0,18,53,A,0,37.0,M,U,46319.0,4,10,19,52,63
2983,1,10.0,15,24,N,1,37.0,F,H,43873.0,6,8,19,32,30
2984,1,10.0,17,21,E,0,37.0,F,U,43873.0,4,5,7,12,12
2985,0,10.0,15,95,S,1,37.0,M,U,43873.0,17,41,19,51,108
2986,0,10.0,18,75,A,0,39.0,M,U,46827.0,4,10,19,48,73
2987,1,10.0,18,32,S,1,74.0,F,H,30885.0,7,7,19,45,41
2988,1,15.0,17,24,N,0,54.0,M,H,45561.0,4,4,18,33,30
2989,1,44.0,4,53,S,1,68.0,M,H,45561.0,7,30,41,72,104
2990,0,15.0,24,24,N,0,34.0,M,H,45561.0,2,2,10,24,22
2991,1,15.0,19,53,A,0,61.0,F,H,45709.0,2,4,18,33,46
2992,1,7.0,18,29,A,1,61.0,F,H,45709.0,4,6,20,38,34
2993,0,15.0,22,56,S,1,67.0,F,U,45709.0,7,17,18,49,67
2994,1,15.0,21,51,A,0,57.0,F,H,77155.0,4,9,18,48,60
2995,1,14.0,16,65,A,1,54.0,M,H,77155.0,4,16,18,49,76
2996,1,10.0,17,86,A,1,36.0,F,U,59063.0,4,18,19,47,82
2997,0,25.0,17,105,S,1,76.0,F,U,55293.0,16,48,19,49,97
2998,0,25.0,21,123,S,1,59.0,M,U,68866.0,5,17,18,41,85
2999,1,25.0,24,24,N,0,32.0,F,H,67330.0,2,2,10,24,21
3000,0,10.0,18,80,S,1,62.0,F,U,60489.0,8,20,18,50,74
3001,0,10.0,27,113,A,0,79.0,F,U,60489.0,0,12,27,27,86
3002,0,10.0,18,97,S,1,79.0,F,U,60489.0,7,23,20,51,95
3003,1,10.0,15,29,A,1,56.0,F,H,76209.0,6,7,17,34,31
3004,0,10.0,23,23,N,0,41.0,F,H,57672.0,2,2,11,22,20
3005,1,10.0,17,113,A,0,70.0,M,U,60506.0,6,17,20,48,86
3006,1,20.0,6,105,S,1,71.0,M,U,58750.0,6,30,47,76,148
3007,0,10.0,18,33,A,0,44.0,F,H,69006.0,5,7,19,44,40
3008,1,10.0,25,93,A,0,50.0,M,H,69006.0,3,15,19,52,89
3009,1,16.0,24,67,A,0,45.0,M,U,69006.0,2,6,15,33,62
3010,0,10.0,26,40,A,0,45.0,M,U,69006.0,1,3,14,32,40
3011,0,10.0,16,57,A,0,45.0,M,H,76843.0,5,16,20,53,70
3012,1,10.0,18,111,S,1,85.0,M,H,62557.0,5,26,19,46,89
3013,1,15.0,20,67,S,1,43.0,M,U,62557.0,18,36,20,53,82
3014,1,17.0,16,113,S,1,66.0,M,H,61196.0,6,26,12,26,60
3015,1,7.0,17,23,N,0,40.0,F,U,62556.0,3,4,18,30,26
3016,0,10.0,18,98,A,1,80.0,M,H,47756.0,3,20,17,35,85
3017,0,10.0,17,24,N,1,73.0,M,H,47756.0,6,6,19,33,30
3018,0,10.0,18,96,S,1,42.0,F,U,47756.0,6,20,19,48,75
3019,1,10.0,17,125,A,1,42.0,F,H,55750.0,4,35,10,32,91
3020,0,15.0,21,75,S,1,42.0,M,H,63521.0,16,28,20,51,83
3021,1,15.0,15,129,S,1,43.0,F,U,63521.0,5,23,21,45,101
3022,0,5.0,16,64,S,1,43.0,F,U,70346.0,12,28,18,48,76
3023,0,5.0,21,102,S,1,46.0,M,H,62012.0,11,32,18,50,97
3024,1,5.0,15,32,S,1,74.0,F,H,62012.0,12,12,19,40,39
3025,1,15.0,19,29,A,0,47.0,M,H,87850.0,3,3,14,32,28
3026,0,20.0,21,21,F,0,27.0,F,H,51901.0,2,2,11,21,18
3027,0,20.0,17,92,S,1,47.0,F,U,70372.0,4,23,19,50,95
3028,0,20.0,18,44,A,0,46.0,F,U,59647.0,2,3,18,35,45
3029,0,20.0,17,128,A,1,69.0,M,H,59647.0,2,33,16,29,99
3030,0,20.0,12,92,S,1,69.0,F,H,49047.0,10,36,29,56,129
3031,1,20.0,16,41,A,0,39.0,M,H,67825.0,3,5,19,48,47
3032,0,10.0,23,106,A,0,67.0,M,H,59034.0,4,15,14,37,91
3033,0,10.0,21,45,S,1,67.0,M,H,54841.0,9,12,18,44,50
3034,0,10.0,18,101,S,1,74.0,M,H,106681.0,14,57,11,36,86
3035,0,10.0,18,18,F,0,73.0,M,U,106681.0,0,1,14,14,16
3036,0,10.0,19,81,A,0,73.0,M,U,106681.0,5,11,18,42,68
3037,0,10.0,25,68,A,1,34.0,F,U,65701.0,4,23,18,50,80
3038,1,10.0,18,127,A,0,60.0,M,H,75203.0,8,16,19,52,85
3039,1,16.0,19,45,A,1,26.0,F,H,75203.0,4,8,18,47,52
3040,1,4.0,5,98,S,1,74.0,M,H,75203.0,7,37,39,65,117
3041,1,10.0,21,130,A,1,75.0,M,U,43135.0,6,39,17,46,112
3042,0,5.0,17,24,N,0,43.0,F,H,62804.0,5,5,20,36,33
3043,1,5.0,22,39,A,1,69.0,F,U,62804.0,9,11,15,44,43
3044,1,15.0,26,41,A,0,36.0,F,H,62804.0,2,5,13,33,46
3045,0,10.0,18,126,A,1,78.0,M,H,62804.0,2,20,15,33,94
3046,1,10.0,18,92,A,0,69.0,M,H,50457.0,1,10,14,28,63
3047,1,15.0,18,76,A,1,74.0,M,H,53672.0,1,13,17,31,64
3048,0,3.0,24,53,A,0,55.0,M,H,53672.0,4,8,18,47,59
3049,0,3.0,16,42,A,0,43.0,F,U,53672.0,7,9,21,52,53
3050,0,3.0,19,111,S,1,43.0,F,H,53672.0,3,28,19,38,103
3051,0,3.0,20,40,A,0,56.0,F,H,69635.0,3,5,19,50,51
3052,1,3.0,8,89,A,0,67.0,F,H,69366.0,6,19,24,55,88
3053,1,20.0,18,18,F,0,67.0,F,U,69366.0,2,2,14,20,16
3054,1,12.0,17,126,A,1,67.0,F,H,63523.0,4,22,19,46,96
3055,1,20.0,18,112,A,1,63.0,M,U,63523.0,2,15,19,47,92
3056,1,10.0,17,67,A,1,63.0,F,H,70265.0,11,16,19,49,69
3057,0,10.0,8,53,S,1,63.0,M,U,70265.0,8,20,27,60,74
3058,1,10.0,16,28,A,0,33.0,M,H,60963.0,4,5,19,42,39
3059,0,25.0,5,68,A,1,59.0,M,H,60963.0,0,33,34,34,98
3060,1,25.0,17,17,F,0,53.0,F,H,66509.0,2,2,14,21,18
3061,0,15.0,20,130,A,1,83.0,F,U,66509.0,6,23,19,50,101
3062,1,15.0,21,105,A,1,51.0,M,H,70000.0,4,20,17,43,90
3063,0,11.0,22,123,S,1,35.0,F,H,54270.0,13,28,19,49,89
3064,0,11.0,26,41,A,0,59.0,M,H,54270.0,0,4,13,13,44
3065,1,11.0,17,113,S,1,65.0,F,H,26291.0,5,20,19,47,99
3066,0,15.0,15,79,L,0,70.0,F,U,21867.0,3,6,16,43,53
3067,1,15.0,15,29,E,0,63.0,M,H,21867.0,4,4,10,24,25
3068,1,20.0,4,91,S,1,64.0,F,U,21867.0,9,24,36,69,106
3069,1,15.0,26,99,A,1,64.0,M,H,48327.0,1,15,15,35,88
3070,1,21.0,18,53,A,1,70.0,M,U,48327.0,6,9,19,50,62
3071,0,6.0,17,111,A,1,42.0,F,H,48327.0,4,16,19,50,83
3072,0,6.0,21,100,S,1,57.0,F,H,38297.0,8,27,19,51,99
3073,1,6.0,17,130,S,1,70.0,F,U,38297.0,6,24,10,23,69
3074,0,12.0,26,44,A,0,50.0,F,U,70794.0,2,4,16,34,46
3075,1,12.0,4,130,S,1,62.0,F,U,70794.0,21,82,66,99,187
3076,0,6.0,17,88,A,1,62.0,F,H,48725.0,7,34,19,50,94
3077,0,6.0,6,93,S,1,71.0,M,H,37712.0,3,15,21,35,55
3078,0,6.0,18,29,A,0,43.0,F,H,36928.0,4,4,14,33,30
3079,0,6.0,4,127,S,1,74.0,F,H,36928.0,11,66,48,77,177
3080,0,6.0,15,57,A,0,64.0,F,H,91943.0,7,14,17,46,64
3081,0,6.0,20,123,A,1,58.0,M,H,35441.0,3,16,19,43,70
3082,0,6.0,18,104,S,1,54.0,F,H,35441.0,8,32,16,46,95
3083,0,6.0,9,81,S,1,82.0,M,H,35441.0,4,28,32,55,105
3084,1,6.0,15,80,S,1,79.0,F,U,51045.0,7,19,19,43,73
3085,0,3.0,18,88,A,0,34.0,F,H,51045.0,1,6,14,28,64
3086,0,3.0,17,89,A,1,63.0,M,U,51954.0,7,19,18,47,82
3087,0,3.0,7,32,A,1,73.0,M,U,51954.0,7,10,28,52,64
3088,1,3.0,15,103,A,1,79.0,F,U,50568.0,10,28,12,29,47
3089,0,3.0,21,35,A,0,25.0,F,U,50568.0,8,10,18,45,42
3090,0,3.0,22,28,A,0,56.0,F,H,54824.0,6,7,18,39,35
3091,1,3.0,16,115,A,0,86.0,F,U,54824.0,5,14,22,55,100
3092,1,15.0,17,17,F,0,84.0,M,U,52615.0,2,2,14,21,18
3093,1,11.0,18,61,A,1,37.0,F,H,43483.0,7,14,16,42,62
3094,0,5.0,17,93,A,0,54.0,M,H,50707.0,1,10,20,41,90
3095,0,5.0,16,31,A,0,79.0,F,U,50707.0,4,4,22,44,39
3096,1,5.0,9,112,A,1,65.0,M,U,50707.0,11,21,27,54,88
3097,0,9.0,13,90,A,0,65.0,F,U,64186.0,3,18,35,63,111
3098,0,9.0,17,30,A,0,65.0,F,H,59766.0,1,2,19,33,34
3099,0,9.0,22,31,A,0,51.0,M,H,59766.0,4,4,14,34,31
3100,1,9.0,16,105,S,1,47.0,M,U,44702.0,5,13,20,37,73
3101,0,10.0,15,129,A,1,60.0,M,H,44702.0,1,41,24,42,140
3102,0,10.0,25,32,A,0,57.0,F,H,36313.0,6,8,17,41,40
3103,0,10.0,18,20,N,0,52.0,F,H,52690.0,2,3,19,31,26
3104,0,10.0,17,130,S,1,86.0,F,U,60863.0,7,34,17,44,104
3105,0,10.0,22,105,S,1,47.0,F,U,60863.0,7,23,19,51,95
3106,0,10.0,24,28,A,0,45.0,F,H,60863.0,3,3,13,32,31
3107,1,10.0,16,54,A,1,61.0,F,U,46341.0,7,11,13,33,36
3108,1,10.0,16,125,S,1,73.0,M,H,46341.0,10,40,21,54,120
3109,0,5.0,17,17,F,0,45.0,F,H,65781.0,2,2,16,23,20
3110,1,5.0,22,63,A,0,68.0,F,U,64238.0,8,17,18,47,65
3111,1,12.0,23,123,S,1,68.0,M,U,55075.0,7,29,18,51,106
3112,1,10.0,24,77,A,0,72.0,M,U,55075.0,1,11,14,31,54
3113,0,3.0,22,114,A,1,72.0,M,U,55075.0,6,18,19,52,96
3114,1,3.0,18,24,N,1,52.0,M,U,55075.0,4,4,19,35,30
3115,1,12.0,15,123,S,1,52.0,M,U,55075.0,6,29,19,47,102
3116,1,11.0,21,45,S,1,66.0,M,H,49277.0,9,12,18,48,53
3117,1,7.0,17,41,S,1,74.0,M,H,49277.0,12,15,19,47,48
3118,1,30.0,21,130,A,1,42.0,M,U,55086.0,2,27,19,47,117
3119,1,10.0,21,127,A,1,62.0,F,H,67760.0,4,31,18,46,108
3120,1,25.0,15,126,S,1,76.0,M,H,61461.0,4,28,19,50,110
3121,0,15.0,17,32,A,0,22.0,M,H,62681.0,5,5,19,45,42
3122,1,15.0,6,29,A,1,47.0,M,H,62681.0,8,11,41,65,61
3123,1,50.0,18,18,F,0,27.0,F,H,62681.0,1,1,14,18,16
3124,1,19.0,17,89,A,1,27.0,M,H,53851.0,3,13,21,46,81
3125,0,21.0,20,28,A,0,64.0,F,H,53851.0,4,4,14,33,31
3126,0,21.0,18,24,N,0,77.0,F,U,53851.0,3,3,18,34,29
3127,1,21.0,23,23,N,0,77.0,F,H,70239.0,0,1,11,11,18
3128,1,15.0,24,129,S,1,86.0,M,U,70239.0,5,41,19,51,116
3129,1,22.0,19,76,A,1,57.0,F,H,70044.0,3,8,19,39,72
